"Suburb","Address","Rooms","Distance","Lattitude","Longtitude","SellerG","Date","Postcode","Bedroom2","Bathroom","YearBuilt","CouncilArea","CarImp","LandsizeImp","sqrt_distance_std","log_landsize_std","lattitude_std","longtitude_std","rooms_cat","year_built_cat","car_cat","Regionname","Type","Method","bath_cat","bed_cat","sell_rate_cat","Price","log_price","price_label","price_label_high"
"Sunbury","27 Holloway Cl",3,31.7,-37.56291,144.72848,"Raine","17/06/2017",3429,3,1,1990,"Hume",6,639,2.91327333848004,0.526152989655595,3.09604200328714,-2.57109803165707,"Medianas","Moderna","Muchas_plazas","Western_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Menos_populares",455000,5.65801139665711,FALSE,FALSE
"Sunshine","3/1 Centre St",4,10.5,-37.78579,144.83597,"Bells","17/06/2017",3020,4,2,2007,"Brimbank",2,283,0.200394075910304,-0.561935788736435,0.298146027129372,-1.53639865479309,"Grandes","Moderna","Muchas_plazas","Western_Metropolitan","u","S","Muchos_baños","Muchos_dormitorios","Más_populares",660000,5.81954393554187,FALSE,FALSE
"Sunshine","43 Duke St",3,10.5,-37.78956,144.84526,"Douglas","17/06/2017",3020,3,1,1965,"Brimbank",2,631,0.200394075910304,0.509321681151798,0.250819807504091,-1.44697305975115,"Medianas","Antigua","Muchas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",805000,5.90579588036787,FALSE,FALSE
"Sunshine West","1/11 Glengala Rd",3,10.5,-37.78874,144.82399,"hockingstuart","17/06/2017",3020,3,1,2006,"Brimbank",1,305,0.200394075910304,-0.461918747918223,0.261113574107024,-1.65171820577347,"Medianas","Moderna","Pocas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",453000,5.65609820201283,FALSE,FALSE
"Surrey Hills","2/52 Barton St",2,10.2,-37.81665,145.10043,"hockingstuart","17/06/2017",3127,2,1,1960,"Boroondara",1,1501,0.147466461015013,1.66704564140106,-0.0892510916080489,1.00929487209742,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",807000,5.90687353472207,FALSE,FALSE
"Surrey Hills","4/40 Durham Rd",3,10.2,-37.82971,145.09007,"Noel","17/06/2017",3127,2,1,NA,"Boroondara",1,149,0.147466461015013,-1.41895969303537,-0.253198154819675,0.909569450715343,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","u","SP","Pocos_baños","Pocos_dormitorios","Más_populares",780000,5.89209460269048,FALSE,FALSE
"Taylors Hill","27 Lucas Tce",3,18,-37.7209,144.75053,"Barry","17/06/2017",3037,3,2,2008,"Melton",2,431,1.33811229756794,5.38683508931743e-05,1.11273445988648,-2.3588446010137,"Medianas","Moderna","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Menos_populares",558000,5.74663419893758,FALSE,FALSE
"Taylors Lakes","2 Clifton Ct",5,15.5,-37.69496,144.79511,"Barry","17/06/2017",3038,5,2,1996,"Brimbank",2,663,0.991171470669417,0.575410825051222,1.43836897900675,-1.92971725688266,"Grandes","Moderna","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",780000,5.89209460269048,FALSE,FALSE
"Templestowe","19 Browning Dr",4,15.5,-37.76951,145.16182,"Barry","17/06/2017",3106,4,2,NA,"Manningham",2,457,0.991171470669417,0.0783085630910232,0.502514954318404,1.60023537582457,"Grandes","Desconocido","Muchas_plazas","Eastern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",2e+06,6.30102999566398,TRUE,TRUE
"Templestowe Lower","124 Swanston St",3,12.4,-37.75965,145.09937,"Barry","17/06/2017",3107,3,2,1965,"Manningham",1,673,0.519360796242642,0.595410711158516,0.626291221031001,0.99909130581656,"Medianas","Antigua","Pocas_plazas","Eastern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1240000,6.09342168516223,TRUE,FALSE
"Thornbury","1/24 Dundas St",2,7,-37.75267,145.00362,"Love","17/06/2017",3071,2,1,2010,"Darebin",1,277,-0.474582414008322,-0.590564758015604,0.7139137708945,0.077401238510262,"Pequeñas","Moderna","Pocas_plazas","Northern_Metropolitan","t","S","Pocos_baños","Pocos_dormitorios","Menos_populares",756000,5.87852179550121,FALSE,FALSE
"Thornbury","55 Rennie St",2,7,-37.75309,144.98908,"Nelson","17/06/2017",3071,2,1,NA,"Darebin",1,361,-0.474582414008322,-0.236719817371974,0.708641353854023,-0.0625608876368492,"Pequeñas","Desconocido","Pocas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",1205500,6.08116721471347,TRUE,FALSE
"Thornbury","371 Station St",3,7,-37.76063,145.02139,"McGrath","17/06/2017",3071,3,1,1950,"Darebin",2,612,-0.474582414008322,0.46847637365893,0.613988914603192,0.248455363795531,"Medianas","Antigua","Muchas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",1031000,6.01325866528352,TRUE,FALSE
"Toorak","8 Hill St",3,4.1,-37.833,145.01322,"Jellis","17/06/2017",3142,3,2,NA,"Stonnington",2,440,-1.17939790288685,0.0276638222552597,-0.29449875497024,0.169810895389309,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Pocos_dormitorios","Menos_populares",2500000,6.39794000867204,TRUE,TRUE
"Vermont","12 Fiona Ct",5,17.2,-37.83158,145.20186,"Barry","17/06/2017",3133,5,3,NA,"Whitehorse",2,724,1.22987385373237,0.692997872720231,-0.276672964023845,1.98566065305626,"Grandes","Desconocido","Muchas_plazas","Eastern_Metropolitan","h","SP","Muchos_baños","Muchos_dormitorios","Menos_populares",1041000,6.01745072951054,TRUE,FALSE
"Vermont South","250 Hawthorn Rd",4,17.2,-37.84842,145.1816,"Noel","17/06/2017",3133,4,2,1975,"Whitehorse",2,651,1.22987385373237,0.551008914843392,-0.488071780599941,1.7906377730184,"Grandes","Moderna","Muchas_plazas","Eastern_Metropolitan","h","VB","Muchos_baños","Muchos_dormitorios","Menos_populares",1050000,6.02118929906994,TRUE,FALSE
"Vermont South","23 Overland Dr",4,17.2,-37.86343,145.18542,"Ray","17/06/2017",3133,4,2,NA,"Whitehorse",2,785,1.22987385373237,0.801067385728495,-0.676497922928264,1.82740911565129,"Grandes","Desconocido","Muchas_plazas","Eastern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",1208000,6.08206693428511,TRUE,FALSE
"Viewbank","28 Kuranga Rd",3,8.9,-37.73136,145.09562,"Nelson","17/06/2017",3084,3,2,1960,"Banyule",2,541,-0.0914320435933094,0.303734215630929,0.981426168830243,0.962993783598345,"Medianas","Antigua","Muchas_plazas","Eastern_Metropolitan","h","SA","Muchos_baños","Pocos_dormitorios","Menos_populares",940000,5.9731278535997,TRUE,FALSE
"Wantirna South","5 Henry Rd",4,14.7,-37.87104,145.23807,"LLC","17/06/2017",3152,4,2,NA,"Knox",2,1183,0.874313199170303,1.34898122804283,-0.772029098352522,2.33421832759549,"Grandes","Desconocido","Muchas_plazas","Eastern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",2020000,6.30535136944662,TRUE,TRUE
"Watsonia","28 Grace St",3,14.5,-37.70994,145.07997,"Buckingham","17/06/2017",3087,3,1,NA,"Banyule",2,700,0.844605025433454,0.647960997687753,1.25031943789563,0.81234679087425,"Medianas","Desconocido","Muchas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1010000,6.00432137378264,TRUE,FALSE
"Watsonia","60 Princes St",3,14.5,-37.70576,145.07788,"Miles","17/06/2017",3087,3,1,NA,"Banyule",2,696,0.844605025433454,0.640305002857938,1.30279254082256,0.792228438491187,"Medianas","Desconocido","Muchas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",830000,5.91907809237607,FALSE,FALSE
"Werribee","8 Maribyrnong Ct",3,14.7,-37.88547,144.65529,"LJ","17/06/2017",3030,3,1,NA,"Wyndham",1,575,0.874313199170303,0.385162449140242,-0.953174283815314,-3.2756254052984,"Medianas","Desconocido","Pocas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",442000,5.64542226934909,FALSE,FALSE
"Werribee","43 Stawell St",3,14.7,-37.90188,144.65138,"YPA","17/06/2017",3030,3,2,1970,"Wyndham",2,1025,0.874313199170303,1.15745563650719,-1.15917514961192,-3.31326308846372,"Medianas","Antigua","Muchas_plazas","Western_Metropolitan","h","SP","Muchos_baños","Pocos_dormitorios","Menos_populares",830000,5.91907809237607,FALSE,FALSE
"Windsor","19 Newry St",3,4.6,-37.85538,145.00013,"Jellis","17/06/2017",3181,3,1,NA,"Stonnington",0,364,-1.04327702377404,-0.225663471992079,-0.57544326298533,0.0438064778330328,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","VB","Pocos_baños","Pocos_dormitorios","Menos_populares",1400000,6.14612803567824,TRUE,TRUE
"Yarraville","42 Wilkins St",4,6.3,-37.81869,144.8726,"Jas","17/06/2017",3013,4,2,NA,"Maribyrnong",3,463,-0.628701914674093,0.09573447243525,-0.114859974376105,-1.18379805776522,"Grandes","Desconocido","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1035000,6.01494034979294,TRUE,FALSE
"Abbotsford","2 Federation La",3,3,-37.79683,144.99586,"Nelson","24/06/2017",3067,3,2,2004,"Yarra",1,92,-1.51176137924337,-2.0631067205745,0.159556779207871,0.00270343253421355,"Medianas","Moderna","Pocas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Menos_populares",855000,5.93196611472817,FALSE,FALSE
"Albanvale","28 Oakwood Rd",3,14,-37.7438,144.77059,"Ray","24/06/2017",3021,3,1,NA,"Brimbank",2,529,0.769425579037899,0.273767334366382,0.825262197440278,-2.16574692216088,"Medianas","Desconocido","Muchas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",526500,5.72139837552151,FALSE,FALSE
"Albert Park","3/78 Kerferd Rd",2,3,-37.84469,144.95578,"Greg","24/06/2017",3206,2,1,1930,"Port Phillip",0,324,-1.51176137924337,-0.38118391192569,-0.441247695930789,-0.383106884934863,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","PI","Pocos_baños","Pocos_dormitorios","Más_populares",685000,5.83569057149243,FALSE,FALSE
"Albert Park","354 Montague St",3,3,-37.842,144.95601,"Greg","24/06/2017",3206,3,1,NA,"Port Phillip",1,130,-1.51176137924337,-1.6012014906231,-0.407479120123775,-0.380892903571714,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","VB","Pocos_baños","Pocos_dormitorios","Más_populares",1800000,6.25527250510331,TRUE,TRUE
"Alphington","1 Shiers St",4,5.7,-37.77474,145.03012,"Thomas","24/06/2017",3078,4,1,NA,"Darebin",2,605,-0.767771227947366,0.453107638697363,0.43686080879024,0.332490395519202,"Grandes","Desconocido","Muchas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Muchos_dormitorios","Menos_populares",1800000,6.25527250510331,TRUE,TRUE
"Alphington","10/14 Yarralea St",1,5.7,-37.78469,145.03239,"Nelson","24/06/2017",3078,1,1,1970,"Yarra",1,60,-0.767771227947366,-2.63415800750578,0.311954738425927,0.354341428969017,"Pequeñas","Antigua","Pocas_plazas","Northern_Metropolitan","h","VB","Pocos_baños","Pocos_dormitorios","Menos_populares",330000,5.51851393987789,FALSE,FALSE
"Altona","2 Finch St",3,11,-37.87028,144.80749,"Greg","24/06/2017",3018,3,1,NA,"Hobsons Bay",2,570,0.286953623667442,0.373494537056311,-0.762488534184006,-1.81054730353329,"Medianas","Desconocido","Muchas_plazas","Western_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Menos_populares",1020000,6.00860017176192,TRUE,FALSE
"Altona","29 Seves St",3,11,-37.86677,144.83722,"Barlow","24/06/2017",3018,3,1,NA,"Hobsons Bay",1,798,0.286953623667442,0.823010490196945,-0.718426191774148,-1.52436614738701,"Medianas","Desconocido","Pocas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",1280000,6.10720996964787,TRUE,FALSE
"Altona North","164 Mills St",3,9.4,-37.83344,144.85586,"Sweeney","24/06/2017",3025,3,1,NA,"Hobsons Bay",4,563,0.00239322902688766,0.356986344498925,-0.300022239488916,-1.34493739694746,"Medianas","Desconocido","Muchas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",875000,5.94200805302231,FALSE,FALSE
"Ascot Vale","75B Bloomfield Rd",3,4.3,-37.77639,144.91666,"Brad","24/06/2017",3032,3,2,1990,"Moonee Valley",1,150,-1.12400476439434,-1.41002342264841,0.416147741845452,-0.759676236715596,"Medianas","Moderna","Pocas_plazas","Western_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1010000,6.00432137378264,TRUE,FALSE
"Ascot Vale","103b Maribyrnong Rd",3,4.3,-37.7719,144.91565,"Nelson","24/06/2017",3032,3,2,NA,"Moonee Valley",1,166,-1.12400476439434,-1.27461979018799,0.47251239068312,-0.769398502699788,"Medianas","Desconocido","Pocas_plazas","Western_Metropolitan","u","S","Muchos_baños","Pocos_dormitorios","Más_populares",819000,5.91328390176042,FALSE,FALSE
"Ascot Vale","18 McCully St",3,4.3,-37.77552,144.92022,"Brad","24/06/2017",3032,3,1,1900,"Moonee Valley",0,196,-1.12400476439434,-1.05267969951937,0.427069177143615,-0.725407655623139,"Medianas","Antigua","Pocas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",990000,5.99563519459755,TRUE,FALSE
"Ascot Vale","68 South St",3,4.3,-37.7777,144.92512,"Brad","24/06/2017",3032,3,1,NA,"Moonee Valley",2,483,-1.12400476439434,0.152232000575733,0.399702822028614,-0.678240226591371,"Medianas","Desconocido","Muchas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1375000,6.13830269816628,TRUE,TRUE
"Ashburton","103 Fakenham Rd",3,10.2,-37.86286,145.09228,"Marshall","24/06/2017",3147,3,2,NA,"Boroondara",2,720,0.147466461015013,0.685596372117614,-0.669342499801832,0.930842923809757,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1850000,6.26717172840301,TRUE,TRUE
"Ashwood","4 Moore St",4,10.2,-37.86301,145.11159,"Buxton","24/06/2017",3147,4,1,NA,"Monash",2,778,0.147466461015013,0.789100866705093,-0.671225505887787,1.11672109821801,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Muchos_dormitorios","Más_populares",1425000,6.15381486434453,TRUE,TRUE
"Avondale Heights","7A Downland Sq",4,9.5,-37.75861,144.86687,"Moonee","24/06/2017",3034,4,2,2004,"Moonee Valley",2,344,0.0208563644850076,-0.301161944958834,0.639346729893228,-1.2389550717147,"Grandes","Moderna","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",773000,5.88817949391832,FALSE,FALSE
"Balaclava","5a Rosamond St",3,6.4,-37.86997,144.9908,"Gary","24/06/2017",3183,3,2,NA,"Port Phillip",1,147,-0.606178390514565,-1.43701358185753,-0.758596988273176,-0.0460041574460223,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Menos_populares",1475000,6.16879202031418,TRUE,TRUE
"Balwyn North","22 Abbott St",2,9.7,-37.79219,145.10214,"Fletchers","24/06/2017",3104,2,1,NA,"Boroondara",1,943,0.0574933818514341,1.04606052173334,0.217804434131316,1.02575534222842,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","VB","Pocos_baños","Pocos_dormitorios","Más_populares",1500000,6.17609125905568,TRUE,TRUE
"Balwyn North","37 Cascade St",5,9.7,-37.78839,145.07076,"Jellis","24/06/2017",3104,5,3,1970,"Boroondara",2,836,0.0574933818514341,0.885159716469593,0.265507254974073,0.723691276306272,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Muchos_dormitorios","Más_populares",3200000,6.50514997831991,TRUE,TRUE
"Balwyn North","3/4 Lemon Rd",2,9.7,-37.79334,145.10025,"hockingstuart","24/06/2017",3104,2,1,1970,"Boroondara",1,140,0.0574933818514341,-1.50219565266001,0.203368054139621,1.0075621910304,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",682000,5.83378437465648,FALSE,FALSE
"Bayswater","7 Huxley Ct",4,23.2,-37.85757,145.2615,"Philip","24/06/2017",3153,4,2,NA,"Knox",2,1094,1.98968002900347,1.24449136551495,-0.60293515183943,2.55975564641529,"Grandes","Desconocido","Muchas_plazas","Eastern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",1030000,6.01283722470517,TRUE,FALSE
"Bentleigh East","12 Kennedy St",4,13.8,-37.91954,145.07637,"hockingstuart","24/06/2017",3165,4,3,1960,"Glen Eira",2,933,0.738978527259031,1.03181766357446,-1.38086773279113,0.777693169544676,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1815000,6.25887662937213,TRUE,TRUE
"Bentleigh East","10 Majdal St",3,13.8,-37.90984,145.08001,"Buxton","24/06/2017",3165,3,1,1950,"Glen Eira",2,580,0.738978527259031,0.396729339072691,-1.25910000590332,0.812731831111641,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Más_populares",1225000,6.08813608870055,TRUE,FALSE
"Berwick","5 Gretel Pl",3,35.2,-38.03062,145.35951,"Harcourts","24/06/2017",3806,3,2,1980,"Casey",2,703,3.25686179351436,0.653674338291124,-2.77529650626365,3.5032004871113,"Medianas","Moderna","Muchas_plazas","Eastern_Victoria","h","S","Muchos_baños","Pocos_dormitorios","Menos_populares",690000,5.83884909073726,FALSE,FALSE
"Blackburn","1/10 Duckham St",3,13.4,-37.82876,145.13809,"Fletchers","24/06/2017",3130,3,1,1960,"Whitehorse",1,335,0.677415195028394,-0.336579945532549,-0.241272449609074,1.37181025522695,"Medianas","Antigua","Pocas_plazas","Eastern_Metropolitan","h","PI","Pocos_baños","Pocos_dormitorios","Menos_populares",880000,5.94448267215017,FALSE,FALSE
"Blackburn","31 Stanley Gr",3,13.4,-37.81321,145.14635,"Noel","24/06/2017",3130,3,1,NA,"Whitehorse",2,785,0.677415195028394,0.801067385728495,-0.0460674853715287,1.45132106416696,"Medianas","Desconocido","Muchas_plazas","Eastern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",1530000,6.1846914308176,TRUE,TRUE
"Box Hill","57 Combarton St",6,10.9,-37.82616,145.12748,"McGrath","24/06/2017",3128,6,3,NA,"Whitehorse",3,786,0.269801657443476,0.802768172007391,-0.208633677453597,1.26967833236453,"Grandes","Desconocido","Muchas_plazas","Eastern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Menos_populares",2150500,6.33253944689011,TRUE,TRUE
"Braybrook","15 McLennan St",3,8.6,-37.78261,144.84954,"GL","24/06/2017",3019,3,1,NA,"Maribyrnong",2,649,-0.148996316586216,0.546898242549066,0.33806575615047,-1.40577375439277,"Medianas","Desconocido","Muchas_plazas","Western_Metropolitan","h","VB","Pocos_baños","Pocos_dormitorios","Menos_populares",810000,5.90848501887865,FALSE,FALSE
"Braybrook","15 Myalla St",2,8.6,-37.7877,144.84757,"Sweeney","24/06/2017",3019,2,1,1950,"Maribyrnong",2,567,-0.148996316586216,0.366444560581925,0.274169082969162,-1.42473698606476,"Pequeñas","Antigua","Muchas_plazas","Western_Metropolitan","h","VB","Pocos_baños","Pocos_dormitorios","Menos_populares",570000,5.75587485567249,FALSE,FALSE
"Brighton","3 Champion St",3,10.5,-37.92829,145.00281,"Hodges","24/06/2017",3186,3,2,1991,"Bayside",2,697,0.200394075910304,0.64222311868153,-1.49070975446799,0.069604173711655,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","h","SP","Muchos_baños","Pocos_dormitorios","Más_populares",2655000,6.42406452541749,TRUE,TRUE
"Brighton East","9 Baird St",4,10.3,-37.92882,145.01109,"Marshall","24/06/2017",3187,4,3,NA,"Bayside",2,792,0.165194438829927,0.812927669192735,-1.4973630426382,0.149307502769402,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",2720000,6.4345689040342,TRUE,TRUE
"Brighton East","13 Churchill Ct",4,10.3,-37.92884,145.01518,"Buxton","24/06/2017",3187,4,2,2000,"Bayside",2,725,0.165194438829927,0.694841858439672,-1.49761411011631,0.188677867002563,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",2525000,6.40226138245468,TRUE,TRUE
"Brunswick","40 Blair St",2,5.2,-37.77012,144.96476,"Nelson","24/06/2017",3056,2,1,NA,"Moreland",0,191,-0.889363483349728,-1.08720274303285,0.494857396235753,-0.296665351729486,"Pequeñas","Desconocido","Pocas_plazas","Northern_Metropolitan","h","VB","Pocos_baños","Pocos_dormitorios","Más_populares",9e+05,5.95424250943933,FALSE,FALSE
"Brunswick","1/15 Cassels Rd",2,5.2,-37.75788,144.95935,"Jellis","24/06/2017",3056,2,1,NA,"Moreland",1,199,-0.889363483349728,-1.03238613298635,0.648510692844535,-0.348742043783126,"Pequeñas","Desconocido","Pocas_plazas","Northern_Metropolitan","u","SP","Pocos_baños","Pocos_dormitorios","Más_populares",520000,5.7160033436348,FALSE,FALSE
"Brunswick","25 Ford St",3,5.2,-37.76227,144.95649,"Nelson","24/06/2017",3056,3,1,1890,"Moreland",0,186,-0.889363483349728,-1.12264162315461,0.593401381397414,-0.376272420728227,"Medianas","Antigua","Pocas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1204000,6.08062648692181,TRUE,FALSE
"Brunswick","14 Peveril St",2,5.2,-37.75676,144.96286,"Nelson","24/06/2017",3056,2,1,NA,"Moreland",0,190,-0.889363483349728,-1.09421571158631,0.662570471619199,-0.314954762986791,"Pequeñas","Desconocido","Pocas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",730000,5.86332286012046,FALSE,FALSE
"Brunswick West","1 Egginton St",4,5.2,-37.76097,144.93933,"Alexkarbon","24/06/2017",3055,4,2,1950,"Moreland",2,645,-0.889363483349728,0.538638757560376,0.609720767475153,-0.541454682398832,"Grandes","Antigua","Muchas_plazas","Northern_Metropolitan","h","SP","Muchos_baños","Muchos_dormitorios","Menos_populares",1268000,6.10311925354571,TRUE,FALSE
"Brunswick West","27 Halpin St",3,5.2,-37.76883,144.94592,"Collins","24/06/2017",3055,3,1,1950,"Moreland",2,613,-0.889363483349728,0.470657545476717,0.511051248574393,-0.478019303354075,"Medianas","Antigua","Muchas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",1445000,6.15986784709257,TRUE,TRUE
"Bundoora","74 Arthur St",3,12.1,-37.69852,145.04836,"Barry","24/06/2017",3083,3,2,NA,"Whittlesea",2,534,0.470710981487864,0.286335323964737,1.39367896790157,0.508068743589226,"Medianas","Desconocido","Muchas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Menos_populares",796000,5.90091306773767,FALSE,FALSE
"Bundoora","5 Cole Ct",4,12.1,-37.69582,145.07639,"Barry","24/06/2017",3083,4,2,NA,"Banyule",2,662,0.470710981487864,0.573394270039462,1.42757307744768,0.777885689663235,"Grandes","Desconocido","Muchas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",769000,5.88592633980143,FALSE,FALSE
"Bundoora","33 Jacqueline Rd",3,12.1,-37.69548,145.07377,"Nelson","24/06/2017",3083,3,1,NA,"Banyule",2,513,0.470710981487864,0.232736318503397,1.43184122457563,0.752665554140014,"Medianas","Desconocido","Muchas_plazas","Northern_Metropolitan","h","PI","Pocos_baños","Pocos_dormitorios","Menos_populares",690000,5.83884909073726,FALSE,FALSE
"Burwood","13 Elizabeth St",3,10.4,-37.85683,145.09635,"Buxton","24/06/2017",3125,3,1,NA,"Monash",1,756,0.182836565359668,0.750778442920086,-0.593645655149023,0.970020767923539,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",1325000,6.12221587827283,TRUE,FALSE
"Burwood","20 Pearce St",3,10.4,-37.85541,145.12836,"Buxton","24/06/2017",3125,3,1,NA,"Whitehorse",0,801,0.182836565359668,0.828023507116965,-0.575819864202539,1.27814921757836,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",1052000,6.02201573981772,TRUE,FALSE
"Camberwell","19/995 Burke Rd",2,7.7,-37.82277,145.0581,"Jellis","24/06/2017",3124,2,1,NA,"Boroondara",1,2685,-0.327994753026915,2.44397640532525,-0.166077739912395,0.601826041297361,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares",555000,5.74429298312268,FALSE,FALSE
"Canterbury","3/900 Burke Rd",3,8.4,-37.81653,145.05971,"Jellis","24/06/2017",3126,3,2,NA,"Boroondara",2,230,-0.187932007657983,-0.838972135717128,-0.087744686739303,0.61732391083639,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Menos_populares",1381000,6.14019367857863,TRUE,TRUE
"Carlton","254 Elgin St",3,1.6,-37.79674,144.96563,"Jellis","24/06/2017",3053,3,1,1910,"Melbourne",0,96,-2.0420308865178,-2.00624846138237,0.160686582859409,-0.28829072657493,"Medianas","Antigua","Pocas_plazas","Northern_Metropolitan","h","PI","Pocos_baños","Pocos_dormitorios","Menos_populares",1e+06,6,TRUE,FALSE
"Carlton North","454 Canning St",3,3.5,-37.78621,144.97512,"Nelson","24/06/2017",3054,3,1,NA,"Yarra",0,202,-1.35422890174157,-1.0123962222569,0.292873610089074,-0.196939930347955,"Medianas","Desconocido","Pocas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",1717500,6.23489674573159,TRUE,TRUE
"Carlton North","570 Canning St",4,3.5,-37.7835,144.97556,"Woodards","24/06/2017",3054,4,1,NA,"Yarra",1,163,-1.35422890174157,-1.2989846133685,0.326893253374198,-0.192704487741037,"Grandes","Desconocido","Pocas_plazas","Northern_Metropolitan","h","SP","Pocos_baños","Muchos_dormitorios","Menos_populares",2400000,6.38021124171161,TRUE,TRUE
"Carlton North","771 Rathdowne St",3,3.5,-37.78659,144.97211,"Nelson","24/06/2017",3054,3,1,NA,"Yarra",1,309,-1.35422890174157,-0.44451175974954,0.288103328004816,-0.22591420818197,"Medianas","Desconocido","Pocas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",1950000,6.29003461136252,TRUE,TRUE
"Carnegie","31A Gnarwyn Rd",2,10.1,-37.89431,145.05902,"C21","24/06/2017",3163,2,1,NA,"Glen Eira",1,292,0.129651366256089,-0.520110783458949,-1.06414610914388,0.610681966748313,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","t","S","Pocos_baños","Pocos_dormitorios","Más_populares",817500,5.91248776133232,FALSE,FALSE
